email,homework,time_homework,time_lectures 
26d0ac3fa88b0b1cff0452d0f8d93a882a705c63,Workshop 2: Streaming with SQL,5.0,2.0
eb6830f19a15d89765c0c5debc05be9884b6e3eb,Homework 4: Analytics Engineering,5.0,3.0
b84b5d433d08aa69feb33770ce3512c18c28992b,Homework 4: Analytics Engineering,5.0,
d4af3e16b390c6c6da7b389c23814e7f3ce1f255,Homework 6: Streaming,6.0,1.0
39ef74e2468a7f14153d90944552261c58a5bd76,Homework 2: Mage,20.0,4.0
cb2680f69b40ed5d7ccf80e3384b5c7525dd01c6,Homework 2: Mage,8.0,2.0
6a08745e9bee38371df5834c47666b073ea9be18,Workshop 1: Data Ingestion,2.0,0.5
54a6674e4a766c3be2f722d0aca5da18ff95551b,Homework 3: Data Warehouse,2.0,1.0
1cdd017d77813059eb36d65fd32da49d91b07c46,Homework 3: Data Warehouse,2.0,1.0
43c85a61cd0d860cfd764833b64095ed39dfd34c,Homework 3: Data Warehouse,2.0,0.5
515db155a3b6222a66d52b4051b4c2e25db43767,Homework 3: Data Warehouse,2.0,2.0
adf4ca904a302e1f31007d0ab6a5da96d4b60e08,Workshop 1: Data Ingestion,4.0,0.5
756885c7ed96eb612caf26fb420da6d7d23b2981,Workshop 1: Data Ingestion,2.0,1.0
306c1cb28811cafe0f7ac59e805845925ba2a46c,Homework 4: Analytics Engineering,,5.0
99d9b669079377246cdb7da614d4ff1e96e6b952,Homework 2: Mage,19.0,5.0
756885c7ed96eb612caf26fb420da6d7d23b2981,Homework 5: Batch processing,6.0,1.0
25db902377d055e8284938fe388e40ffec1185b8,Workshop 2: Streaming with SQL,3.0,3.0
7cef093d59409be420d91c817efd323aa9d42bbc,Homework 6: Streaming,6.0,1.0
91384d2925fd8334269b78c0e151c7d98f88b382,Homework 2: Mage,4.0,2.5
31339ddeed3f13e28c3c0b1c6ad96280d020428d,Workshop 1: Data Ingestion,2.0,1.0
9a2b42bcfac3f4d05e298c9c538f9508472b11ae,Workshop 1: Data Ingestion,1.0,2.0
b6f1161fe15a29e7431e38c0dbde8cf997bde353,Homework 3: Data Warehouse,10.0,5.0
47dc80cc5c99ca6f4daa5f4bdafa9ed66f0ade6a,Workshop 1: Data Ingestion,124.0,8.0
e3fc5b33c01a05f9d36b6dcb8343c04b66571f52,Homework 5: Batch processing,15.0,1.0
44ecc726d59273acd9dae48ca031bf26b4d44af5,Homework 6: Streaming,7.0,4.0
54a15b05c88c53a82627c802254c919859651cec,Homework 6: Streaming,0.0,1.0
b7eae0671f2e69b864aae8061a3b6d6d6d48a13c,Homework 3: Data Warehouse,8.0,3.0
ab1355c11e03ff44f4896a1f65c0ea1618a4b49b,Homework 3: Data Warehouse,1.0,1.5
189c42f223fe16414297e2c70c4de9559b78ccdd,Homework 3: Data Warehouse,2.0,1.0
cb10b7a3723318227b6602e2f3fa7fedc78747d1,Homework 3: Data Warehouse,,1.5
9224394bcd611b4ef811e83c2d5148471e8c7986,Homework 3: Data Warehouse,,8.0
19c7b5855f929d59c8b65d4e5c86d9582e4eea50,Homework 4: Analytics Engineering,3.0,8.0
e5c018177f9f3103ff26b945a436605a6bdaf7e7,Homework 2: Mage,20.0,3.0
a35db6302f5656f64133e48c5fdc20e60e9abf4f,Workshop 1: Data Ingestion,3.0,0.5
594ca77b0427bd9af3b6b1c07a51ca44c24b1ae2,Workshop 2: Streaming with SQL,2.0,
26d0ac3fa88b0b1cff0452d0f8d93a882a705c63,Homework 6: Streaming,10.0,3.0
daa3121015bab0b6f67be31f1c241ca35aca9f34,Homework 3: Data Warehouse,4.0,1.0
379cdd9133ab2cf73258d9ffda6be3996149acc0,Workshop 2: Streaming with SQL,5.0,2.0
cf6cc8e370f90273b75d253d4b91368536195d70,Homework 3: Data Warehouse,3.0,4.0
d7f32a9eac10919b4907f215bdf9299eae2f7c2d,Homework 3: Data Warehouse,2.0,2.0
50d24d23223d4aeaa51b1a8004db9a9123fbb4f8,Homework 3: Data Warehouse,4.0,1.0
8678f6b95096de8eadba1287390f7db58c920566,Homework 3: Data Warehouse,2.0,1.0
5c72a74cd8fbcb1a72f34914897a45fa3319fb3b,Homework 3: Data Warehouse,2.0,5.0
2f89cfba5a20d81e243bbecc31708a3de40b5155,Homework 5: Batch processing,15.0,1.0
eb8197c6fe6c054f33c5f77908a3e4b3dab29bb1,Homework 4: Analytics Engineering,11.0,12.0
6427ffc22ae80ff9a502f94879b3af926dbdd028,Workshop 1: Data Ingestion,1.0,3.0
e16b0d7434828211d6deafc52791e4a777888687,Workshop 1: Data Ingestion,2.0,1.0
9aef4c4f4cc7f5593a470ab727b34a9513196035,Workshop 1: Data Ingestion,4.0,3.0
50d24d23223d4aeaa51b1a8004db9a9123fbb4f8,Workshop 1: Data Ingestion,6.0,2.0
fa905447a7b35e7b88ecfef81c5b42cf86cb14c0,Workshop 1: Data Ingestion,2.0,0.5
8521b58f06f96d62bf9c8369f45c8d601aefbc6c,Workshop 2: Streaming with SQL,10.0,10.0
b4fc72b97d4133aa9c253d1ce61b0e387b0a5808,Homework 3: Data Warehouse,2.0,1.0
8c53d1fe21c63f8f4f89cb73d9fe6115160c9cdb,Homework 3: Data Warehouse,2.0,2.0
871712d7c30bf44a8d69c7a47f598cdfecfc7dee,Homework 3: Data Warehouse,4.0,4.0
c351740e8c31238943ea324241316c82f286f29f,Workshop 2: Streaming with SQL,5.0,2.0
2de3de72509444579fa17b71c6288cf35180bac6,Homework 3: Data Warehouse,12.0,4.0
7a099addf165553cae88848ebf71a524ce5d7e1f,Homework 3: Data Warehouse,3.0,3.0
33b4f2c54d9ec3d41ad3b49f7403a8662ce30fca,Workshop 2: Streaming with SQL,2.0,3.0
a91027cc15eab18b265c9ca36642f5992c0d358d,Homework 3: Data Warehouse,2.0,2.0
14370a9198ac23fe0187dbd530b179b66051b776,Homework 4: Analytics Engineering,4.0,6.0
98e2ebec03d59971f3b353f8e511c2d4666fa252,Workshop 1: Data Ingestion,3.0,
6a08745e9bee38371df5834c47666b073ea9be18,Homework 4: Analytics Engineering,4.0,10.0
58e193bb182697fc588c5fd5c391d02206e09536,Homework 6: Streaming,6.0,3.0
923da55d66113cdf84667075ff40678957cb69be,Homework 5: Batch processing,14.0,2.0
fe98c9f7222a3e6db4e9ab4835f74ed001ccdebd,Homework 3: Data Warehouse,3.0,1.0
7a727122ad741f31747179a22185a8dcbe364ace,Workshop 1: Data Ingestion,1.0,1.0
b137fdc11a77b00013a4b2ed7d0b6fd156c1302a,Workshop 1: Data Ingestion,1.0,0.5
8177c46118cdc46edb81a37d75f2d0acb7a62b1f,Workshop 1: Data Ingestion,6.0,4.0
eaeeeeb38b347792b792433aece9adc21d1232aa,Workshop 1: Data Ingestion,3.0,1.0
31339ddeed3f13e28c3c0b1c6ad96280d020428d,Homework 4: Analytics Engineering,4.0,8.0
2e04cb1fe94a2de1b176620f285d906b964c76ce,Homework 5: Batch processing,6.0,3.0
768ef0ab2379b8c6a55d2c18f672fe15c2c5a634,Homework 4: Analytics Engineering,5.0,5.0
eb6830f19a15d89765c0c5debc05be9884b6e3eb,Homework 5: Batch processing,5.0,1.0
877add7d1721d5579a08d9965ec545cb933bdb4a,Homework 6: Streaming,5.0,8.0
fbe8fbb3a848e74bcf9727ed2974facf112bb505,Homework 2: Mage,6.0,4.0
c3db10bdfe62729b2e7d8b610d45fdd3b933b4b2,Workshop 1: Data Ingestion,3.0,1.0
4dca5c6de083c60943cb7bb3ca006645634bb492,Workshop 1: Data Ingestion,3.0,2.0
18f96016aa86287b87cd9cbfbd028bf8e177f4cc,Homework 3: Data Warehouse,10.0,3.0
939fb0668a159d2138e435f48d4257162019fa9b,Homework 3: Data Warehouse,2.0,1.0
d4b15990cf80cf772ddbac6ba0a99bb391445145,Homework 3: Data Warehouse,3.0,4.0
e1a0a4f394c427ed5351b12845d1e2d5cef95fb1,Homework 3: Data Warehouse,3.0,0.75
3b7479af006bc776a95de3dca470e99bf4e5ad11,Homework 3: Data Warehouse,6.0,1.0
788cdce5c9f2af3bb08124eb9cf034b221c9efa9,Homework 3: Data Warehouse,5.0,5.0
e5788b6fdefb9fefe5152a694abcf3170fb57236,Workshop 1: Data Ingestion,3.0,0.5
7c4f21d152a268055be1212a8600dbe85f162cbd,Workshop 1: Data Ingestion,2.0,3.0
9ee1621dd67555bb183ac825b5d14b17b01e0167,Workshop 1: Data Ingestion,1.5,0.5
35f90a2f20b0c6b2988323f51f8c26dabc70a1de,Homework 3: Data Warehouse,1.0,1.0
3c2afac271e9cefa4afd84f3a8f93d01dec0e46a,Workshop 2: Streaming with SQL,2.0,2.0
0c7cfcfd4c7a1b125dc31b7d3bd30d351d5e265f,Homework 2: Mage,3.0,3.0
b137fdc11a77b00013a4b2ed7d0b6fd156c1302a,Homework 2: Mage,2.0,3.0
40016ecf7028a6e671dafc940caa7e5d2f79a697,Homework 2: Mage,10.0,2.0
37c71e60a4522ca7fdaf9bf74c5259e15ec46f8f,Homework 2: Mage,6.0,4.0
428d880236a9f8cb9efd6a2ad907f42c6053f52f,Workshop 1: Data Ingestion,2.0,2.0
36e84b002a6787a7c3407f10f36f2b9c05d3a81d,Workshop 1: Data Ingestion,4.0,3.0
945763d3aa4dd571835d1e567f4538d592d6b189,Workshop 1: Data Ingestion,2.0,2.0
283b2e4bdc88ec4137cdbb401a8b55fb06653d5e,Homework 3: Data Warehouse,5.0,1.5
9a2b42bcfac3f4d05e298c9c538f9508472b11ae,Homework 2: Mage,10.0,2.0
e02c08ae2b4852525752a70ff714e8121e868a02,Homework 2: Mage,5.0,4.0
f5954c65bf7ea1a9a3abd3af5640bb046b7eae5f,Homework 2: Mage,3.0,6.0
4b44529a6494969a75f31a9d5c707cad4e1309ca,Homework 3: Data Warehouse,10.0,5.0
b1447d4d6bdd5e425cebb5757e525223347ac435,Homework 3: Data Warehouse,2.5,14.0
eb8197c6fe6c054f33c5f77908a3e4b3dab29bb1,Homework 3: Data Warehouse,11.0,12.0
c984a5f2d1cb866c5ac9965f0ba9828380bba1fd,Homework 3: Data Warehouse,5.0,4.0
33b4f2c54d9ec3d41ad3b49f7403a8662ce30fca,Homework 3: Data Warehouse,1.0,1.0
31339ddeed3f13e28c3c0b1c6ad96280d020428d,Homework 3: Data Warehouse,2.0,2.0
ae2277f2a27edcac4175444e45822c5d6e83e9e1,Workshop 1: Data Ingestion,2.0,1.0
fe98c9f7222a3e6db4e9ab4835f74ed001ccdebd,Homework 2: Mage,2.0,6.0
a507fd83182a2c307c2e506e64fb6b8ce2595b5d,Homework 2: Mage,12.0,4.0
2dc830d8385dadd615ef4e1842b1044924243ba4,Homework 2: Mage,3.0,3.0
70a2a9c7bbdb7ffb12e1d88ec1e159e7b95e4da3,Homework 2: Mage,4.0,4.0
d6186873f8637f8f04483346935d56b16f724741,Homework 2: Mage,3.0,3.0
50d24d23223d4aeaa51b1a8004db9a9123fbb4f8,Homework 2: Mage,8.0,2.0
223889dd69ae84868e3dc55dfd52cdc36c29753e,Homework 2: Mage,18.0,6.0
aefc02e2f7c37e300c17f029280d752bcd73ab05,Homework 2: Mage,4.0,4.0
3c4054685856a7564e12ec006c8d2f3dc8293524,Homework 2: Mage,6.0,2.0
e2c5763d32fc3458bc309504383554c4ce05e16d,Homework 2: Mage,4.0,5.0
d18e861cbc5a47b28de31f9d21e4491a7f3fea13,Homework 2: Mage,30.0,5.0
2c2cad7491a391460cf6de001684b9a62ce3f87c,Homework 2: Mage,2.0,4.0
6a08745e9bee38371df5834c47666b073ea9be18,Homework 2: Mage,2.0,2.0
943da43bb8b063937dae59d0e1a37278cfaca296,Workshop 1: Data Ingestion,4.0,3.0
569122b6f028772531f3b55c04e86d872c477060,Homework 3: Data Warehouse,2.0,2.0
1af9da06c12cef42d442fa6f8bcb7a78122610a6,Workshop 1: Data Ingestion,1.0,2.0
34959849c973d07c79ad2155e40468dcd25aa350,Workshop 1: Data Ingestion,6.0,4.0
5b5b04bf213ebfbdffa12e35e9389379ad7fd49b,Workshop 1: Data Ingestion,3.0,3.0
2398208a300d709e090f0365f3f7df55927ac502,Homework 3: Data Warehouse,3.0,2.0
3f9479bc9c6ec4c09ad1aab90f1cc8fa4796034f,Homework 2: Mage,3.0,1.5
768ef0ab2379b8c6a55d2c18f672fe15c2c5a634,Homework 2: Mage,10.0,3.0
df21eb2c1f73a3527b25e3c901ab3c8c4bfd2e2f,Homework 3: Data Warehouse,8.0,6.0
19c7b5855f929d59c8b65d4e5c86d9582e4eea50,Homework 3: Data Warehouse,2.0,3.0
29374eab2f9657635e2426cc6db84e9082312bbe,Homework 3: Data Warehouse,3.0,2.0
1af9da06c12cef42d442fa6f8bcb7a78122610a6,Homework 3: Data Warehouse,4.0,2.0
756885c7ed96eb612caf26fb420da6d7d23b2981,Homework 3: Data Warehouse,4.0,3.0
ac23dcc6422b70ce67e04e5449eb2206c2e27d99,Homework 3: Data Warehouse,4.0,2.0
1ddbc9d8aa68945f4d7cb9d54cea80eaea81335d,Homework 3: Data Warehouse,1.0,1.0
f84652db659a1ccb9f426bfe31cd48eaaa502293,Workshop 1: Data Ingestion,2.0,2.0
476e655c61442721746c3bd11feb459ded551e7d,Homework 5: Batch processing,3.0,4.0
fd75ce9ca0ee45fa9335b95f21494348a2965a9a,Homework 3: Data Warehouse,6.0,2.0
015e340d121275593386f06ceb8da380e82ae20f,Homework 3: Data Warehouse,2.0,1.0
eb25f49d16059a96ebe5b34eb150b963744bfcc5,Homework 2: Mage,4.0,2.0
7bb00d5b1285e336e10463bf63187433c4b3293f,Homework 2: Mage,1.0,1.0
9224394bcd611b4ef811e83c2d5148471e8c7986,Homework 2: Mage,5.0,5.0
44cb434e515304b9d00368bde572a79459bcc5e0,Homework 3: Data Warehouse,1.0,2.0
53ef925074886bd37411a846359e239ad1763cfc,Homework 3: Data Warehouse,2.0,4.0
7ca6157dd1cf9ecd92f67be10496e0991a28d0d3,Homework 3: Data Warehouse,12.0,2.0
feb1bfa0e21711fc309d990a7c63f39440ef848d,Homework 3: Data Warehouse,4.0,10.0
4d531f4db078c16b73ec0d41aa052eeb19bfaced,Homework 3: Data Warehouse,20.0,26.0
5d1437e5a60cab7afff8ddc282fd8e319aa2c879,Homework 3: Data Warehouse,2.0,3.0
5a6c2ba8747d00b47829ddd65a92b08a4c356aa1,Workshop 1: Data Ingestion,2.0,0.0
6e6ddad4783ae2595c0d037e0e5b50322570e3f2,Homework 5: Batch processing,3.0,2.0
306c1cb28811cafe0f7ac59e805845925ba2a46c,Workshop 2: Streaming with SQL,4.0,6.0
135e71d8f492fe13e0a4a8e1af4636f1290c479a,Workshop 2: Streaming with SQL,2.0,1.0
36e84b002a6787a7c3407f10f36f2b9c05d3a81d,Homework 3: Data Warehouse,5.0,2.0
2f05356b23453e1c5eeec66147e66570b0050b01,Homework 6: Streaming,30.0,20.0
7851b05b71102c392a8349359a7ddd2ebdf05e2d,Homework 3: Data Warehouse,2.0,2.0
dee0ba69dc4366e7a6445857d6d1b84ab0e8e434,Homework 3: Data Warehouse,2.0,3.0
f35536822136404d6ba53b091f4be24f25079038,Homework 2: Mage,2.0,3.0
31dab5b1295a1e2931395e5d31b0358b1ba3feeb,Homework 2: Mage,4.0,3.0
5bf1399fe5f40c197231f099a576c8f31cb95caa,Homework 2: Mage,2.0,6.0
2144426bae90b22d0ffed691cbf2160101e77073,Homework 3: Data Warehouse,2.0,1.0
dda5d36e1a3b9956125b2d0b4ea0a99de7e6ae12,Homework 3: Data Warehouse,4.0,4.0
210ce55b1ff3f637244a17688be26744b0898e64,Homework 3: Data Warehouse,2.0,3.0
223889dd69ae84868e3dc55dfd52cdc36c29753e,Homework 4: Analytics Engineering,13.0,7.0
db06dd662baee63d4ac0072a8e58c28e5584bd64,Workshop 1: Data Ingestion,3.0,1.0
909032d83ede6797763b1f46dc52c868f7471768,Workshop 1: Data Ingestion,1.0,1.0
943da43bb8b063937dae59d0e1a37278cfaca296,Homework 3: Data Warehouse,3.0,8.0
7c924d02b9cc25654c9edbdd042e8058e7c915f4,Workshop 2: Streaming with SQL,3.0,3.0
87cdff40c18600f79b43baac9a9da9c9e1fbca94,Homework 3: Data Warehouse,3.0,2.0
87264db9186a1b63657b57076254a8d001c45cb0,Homework 3: Data Warehouse,5.0,3.0
3fcc7d8d686860fa5572ca25ff9f169f85190556,Homework 3: Data Warehouse,1.0,1.5
af75e30e69769ab1801c8d7f19345e46b5d7db31,Homework 3: Data Warehouse,3.0,1.0
557500eda72ab084fa7937ae6091ec0a1c6e4d44,Homework 3: Data Warehouse,5.0,2.0
09652432c3f84ef96b640c737b9c926549a9d7fa,Homework 3: Data Warehouse,2.0,2.0
ce3712943c4f212946c9f298d329ad559d5d4a03,Homework 3: Data Warehouse,2.0,1.0
449a1b3caab015e40fef235824d2dbfeae64e35c,Homework 3: Data Warehouse,2.0,8.0
5c34536d74bb8c058368b23df0c1e7ca069b22b7,Homework 3: Data Warehouse,3.0,2.0
d449d17bcf6eedeb2389b2b03ebddf72c88ed7f4,Homework 3: Data Warehouse,5.0,2.0
b137fdc11a77b00013a4b2ed7d0b6fd156c1302a,Workshop 2: Streaming with SQL,2.0,2.0
b805c055ddbdd65e05768c52e7c950084299a87f,Homework 4: Analytics Engineering,5.0,4.0
94ab414f76557836cce2034e296c1ada5876f91f,Workshop 1: Data Ingestion,2.0,2.0
c2db6f3569cfaeb8bc5b9fe3c10b11d542d0d203,Workshop 1: Data Ingestion,4.0,2.0
7cef093d59409be420d91c817efd323aa9d42bbc,Workshop 2: Streaming with SQL,2.0,2.0
e746cb5bd54cd82a81825f59a05e987f6ee3af28,Homework 2: Mage,5.0,2.0
d0d73c7135a3ecf8f350ffc9d71947221f58a65e,Homework 2: Mage,2.0,20.0
2d54a9ea84926a8d11b1063b64fb544c9106dc22,Homework 2: Mage,5.0,3.0
f84652db659a1ccb9f426bfe31cd48eaaa502293,Homework 2: Mage,4.0,4.0
44ecc726d59273acd9dae48ca031bf26b4d44af5,Homework 2: Mage,10.0,5.0
6e6ddad4783ae2595c0d037e0e5b50322570e3f2,Homework 2: Mage,5.0,2.0
924a4c537be5599eb68f4649867c426c0f3f3d12,Homework 2: Mage,4.0,4.0
20e5ead8999b87441e4183bcfb035dff279fb3ea,Homework 2: Mage,3.0,1.0
38ca1d7e3d6892521b7d8e15689c8d9272cbd4ff,Homework 2: Mage,19.0,2.0
03df7a73171b0152473cec5f81a90759bce706e5,Homework 2: Mage,3.0,1.0
5b5b04bf213ebfbdffa12e35e9389379ad7fd49b,Homework 2: Mage,4.0,3.0
ce308972a84438e37fb1eb81ef41e69986a54d3a,Homework 2: Mage,3.0,8.0
140054bd46b3f37dde87f6450e32e79ae65e9c01,Homework 2: Mage,8.0,1.0
8177c46118cdc46edb81a37d75f2d0acb7a62b1f,Homework 2: Mage,8.0,3.0
17b04a78324ae0518b8220981c535039da69f679,Homework 2: Mage,2.0,5.0
8678f6b95096de8eadba1287390f7db58c920566,Homework 2: Mage,4.0,2.0
a130489b690035528ff7541bf0664df5f3ae8c54,Homework 2: Mage,10.0,2.0
508c6557db033d229be52b2860c81cf2ad09bc73,Homework 2: Mage,10.0,10.0
3c2afac271e9cefa4afd84f3a8f93d01dec0e46a,Homework 2: Mage,8.0,3.0
877add7d1721d5579a08d9965ec545cb933bdb4a,Workshop 2: Streaming with SQL,3.0,2.0
baad3b356f29e6cb525ee9d7cbb3a538ccd59192,Workshop 1: Data Ingestion,2.0,1.0
86dcbc869ea3b1a62a3954202da4d7d0004f48c0,Workshop 1: Data Ingestion,2.0,3.0
52c9f9714d5939831bc227cf1a58f696ecd72356,Homework 2: Mage,6.0,4.0
e43c58af795c4ab9e40aea8a065c73890bc01f3c,Homework 2: Mage,,0.5
80319f7e178261e4b3e160becb56dc2816e370c6,Homework 2: Mage,4.0,4.0
051dc228cff12046a77288512fdb6a12e581220b,Homework 2: Mage,4.0,2.0
9ffce88a01bfbfe59eeed4d0e8c9b96a3568d1cb,Homework 2: Mage,15.0,3.0
d4af3e16b390c6c6da7b389c23814e7f3ce1f255,Homework 2: Mage,15.0,2.0
9ee1621dd67555bb183ac825b5d14b17b01e0167,Homework 2: Mage,6.0,2.0
2144426bae90b22d0ffed691cbf2160101e77073,Homework 2: Mage,2.0,1.0
1615b836500ca4c125e2bb51ecb395f18f9c5d87,Homework 2: Mage,20.0,4.0
e5788b6fdefb9fefe5152a694abcf3170fb57236,Homework 2: Mage,3.0,1.0
00adce6b1014009711154c36f9ba08bcb0017b7a,Homework 2: Mage,25.0,4.0
d4b15990cf80cf772ddbac6ba0a99bb391445145,Homework 2: Mage,3.0,3.0
76b44a94c13e98780f438868d889d40499619723,Homework 2: Mage,0.0,10.0
dda5d36e1a3b9956125b2d0b4ea0a99de7e6ae12,Homework 2: Mage,6.0,7.0
62504c3e809e48874a1a70d7cc87faca9ab8887d,Homework 2: Mage,8.0,2.0
f0b3eb179d6351f5708943b261efdbb01e3009ec,Homework 2: Mage,5.0,5.0
be492d37dee457545cd8227bc03910d518d77b8b,Homework 3: Data Warehouse,2.0,2.0
29374eab2f9657635e2426cc6db84e9082312bbe,Workshop 2: Streaming with SQL,3.0,1.0
dd75487e41e1ef5ea3e93b60732dfe2050c9c68e,Workshop 2: Streaming with SQL,6.0,4.0
a23b8910ac2791cccee0692ccd178cb7ead3ed51,Homework 2: Mage,2.0,2.0
6cf75201f9d9ea6221964b987cd30457a02a707d,Homework 2: Mage,20.0,3.0
3fcc7d8d686860fa5572ca25ff9f169f85190556,Homework 2: Mage,4.0,1.0
76e91d6cdc54cb661835026f9f97a75496c00da1,Homework 2: Mage,,3.0
6a6c142c9fc12d144697667ad3bb9004cd5b5554,Homework 2: Mage,10.0,3.0
eedde621f0499a2f70f159a394de64751842e7ec,Homework 2: Mage,20.0,12.0
410b01b49dd4f055b6773ec4cd65a876079c525c,Homework 2: Mage,24.0,6.0
9e3e4fcabe555f46366a9dce43c4c76c471ee992,Homework 2: Mage,12.0,2.0
daf43abf5aea4fe8db55437efd18d917b52c3ec6,Homework 2: Mage,4.0,4.0
daa3121015bab0b6f67be31f1c241ca35aca9f34,Homework 2: Mage,4.0,1.0
2f89cfba5a20d81e243bbecc31708a3de40b5155,Homework 2: Mage,3.0,2.0
ef46257539ec8520e8e79bcaf0144ac127d857a2,Homework 2: Mage,2.0,3.0
7cef093d59409be420d91c817efd323aa9d42bbc,Homework 2: Mage,2.0,4.0
f2b67043b060e75f9b1c7824f8063ac8a9693477,Homework 2: Mage,6.0,2.0
788cdce5c9f2af3bb08124eb9cf034b221c9efa9,Homework 2: Mage,6.0,6.0
da222990e5463dd5365db9df397c9d675d50e16e,Homework 2: Mage,6.0,2.0
1c35c60cc232e800dcaf98f0994a3a9a23c84f81,Homework 2: Mage,6.0,6.0
cfe174860ea15e87db5acc5a1537a050a0cbda01,Homework 2: Mage,6.0,2.0
c96e70ed882b410b14874decb7420094283618a3,Homework 2: Mage,4.0,0.0
5f4ed8c659c432b094448bf0d91f8fa04496b198,Homework 3: Data Warehouse,2.0,1.0
e7abf91a05675aa49f60cda3b2bf27790712e6f8,Workshop 1: Data Ingestion,2.0,1.0
283b2e4bdc88ec4137cdbb401a8b55fb06653d5e,Workshop 1: Data Ingestion,4.0,1.5
b1447d4d6bdd5e425cebb5757e525223347ac435,Workshop 1: Data Ingestion,1.5,6.0
af75e30e69769ab1801c8d7f19345e46b5d7db31,Homework 2: Mage,6.0,2.0
1e05450bef7b7a87bde854aacdae76f9b21e13f8,Homework 2: Mage,10.0,3.0
18442caedd854be6990e92c30c15e8e7193414d3,Homework 2: Mage,3.0,5.0
ec60933edfee5c7f8d2faee5994a2a7dba5ba97b,Homework 2: Mage,5.0,3.0
a9f9effea0fba5eabac3654b2956b97b0259d89f,Homework 2: Mage,45.0,9.0
7c924d02b9cc25654c9edbdd042e8058e7c915f4,Homework 2: Mage,5.0,2.0
306c1cb28811cafe0f7ac59e805845925ba2a46c,Homework 2: Mage,5.0,3.0
9ce19643e5cc8a8cff8f16b31badda1164802af8,Homework 2: Mage,5.0,12.0
1ddbc9d8aa68945f4d7cb9d54cea80eaea81335d,Homework 2: Mage,4.0,1.0
2398208a300d709e090f0365f3f7df55927ac502,Homework 2: Mage,20.0,3.0
1af9da06c12cef42d442fa6f8bcb7a78122610a6,Homework 2: Mage,1.0,3.0
6178959b17c4cec4434d8630965127dd28f8f081,Homework 2: Mage,1.0,1.0
55108a647802cb5d11f6395fdfacdf741b469fae,Homework 2: Mage,4.0,4.0
d5d62395716f5bc5bd991791b3953733c0fee376,Workshop 1: Data Ingestion,2.0,4.0
5f4ed8c659c432b094448bf0d91f8fa04496b198,Workshop 1: Data Ingestion,2.0,1.0
c3db10bdfe62729b2e7d8b610d45fdd3b933b4b2,Homework 2: Mage,8.0,3.0
f9391df38a403eef2ca02907685993dcacef4067,Homework 2: Mage,2.0,2.0
a452c278d387c93e1799ac8417158013bf9d9161,Homework 2: Mage,6.0,16.0
8cbdff849bea90937def23fa8806752c6e19d76e,Homework 2: Mage,10.0,3.0
96ea535dff33b619fce83da9f85ef0758e65f0e2,Homework 2: Mage,,7.0
2630d6724250e085dd825daa911b0d68a859612d,Homework 2: Mage,9.0,9.0
da2a6944b750e994713e1cd1d34572841b052197,Homework 2: Mage,4.0,2.0
5e64441ff4d137a884bdfdd112efbe95499f0e07,Homework 2: Mage,,1.5
611a71171c16c22ed8a594f45dee2f925b414c84,Homework 2: Mage,5.0,1.0
82168750dfd4771086b86613ec087afbbd8127d9,Homework 2: Mage,5.0,2.0
c70fc9659c6a642f64aa65402c93844d7f8ae274,Homework 2: Mage,5.5,3.5
015e340d121275593386f06ceb8da380e82ae20f,Homework 2: Mage,8.0,1.5
e2c5763d32fc3458bc309504383554c4ce05e16d,Workshop 1: Data Ingestion,2.0,2.0
f35536822136404d6ba53b091f4be24f25079038,Workshop 2: Streaming with SQL,2.0,3.5
10072165f8e8ca0f03262e7648583d7e961ca0f9,Workshop 2: Streaming with SQL,3.0,3.0
feb1bfa0e21711fc309d990a7c63f39440ef848d,Homework 2: Mage,4.0,10.0
fdc55bbf09d62e3ee7180316631cafce4274b675,Homework 2: Mage,3.0,1.0
5e2fd960508fb027945592a44866575ff896ab16,Homework 2: Mage,15.0,6.0
ab1355c11e03ff44f4896a1f65c0ea1618a4b49b,Homework 2: Mage,8.0,5.0
fa905447a7b35e7b88ecfef81c5b42cf86cb14c0,Homework 2: Mage,4.0,1.0
e25c2ea96f681f95016992f269c503dbeeeca74e,Homework 2: Mage,8.0,2.0
99b850167a97c8911febdf995f870e5f5b2ce92d,Homework 2: Mage,7.0,10.0
df31ed7377faaf096b5517ca43d2050b7ca46686,Homework 2: Mage,6.0,8.0
c483778a5fe3928a4640411728cf52955cae4b87,Homework 2: Mage,12.0,2.0
e694c416b4f8455dbc313c45ff93ddf1200a24a4,Homework 2: Mage,6.0,2.0
a9a93e27854d092a9317c68a9c95139bb6ece74e,Homework 2: Mage,4.0,1.0
3350b4ca54efe27b585b2109152e7c72b62a3b13,Homework 2: Mage,4.0,4.0
10ab2806baba78d0ea7b115528b9b97cefc63f96,Homework 2: Mage,8.0,2.0
eb474ed796652bf4df6e694eb1ee151814b38b1b,Workshop 1: Data Ingestion,2.0,2.0
b14ea64876c7b845a5e8a866ad49a7bdbec97b90,Homework 2: Mage,5.0,3.0
1c6725b0ed05cb48e04507bfefcf3a15db17d6ed,Homework 2: Mage,13.0,0.0
54a15b05c88c53a82627c802254c919859651cec,Homework 2: Mage,3.0,5.0
23492ce0d6614b6b81954a8769d902a2a12275fd,Homework 2: Mage,4.0,5.0
e16b0d7434828211d6deafc52791e4a777888687,Homework 2: Mage,8.0,8.0
